Evaleen,Syd,2.06,20
Althea,Jaylene,5.98,21
Aimil,Cecile,1.18,107
Brana,Eldrid,5.16,47
Heida,Pulsifer,4.45,94
Dulcinea,Gherardo,1.54,72
Viki,Abram,5.14,119
Morganica,Greyson,1.24,88
Olwen,Arvo,5.71,55
Sheelagh,Thad,5.35,51
Myrtice,Sancho,3.28,98
Christal,Fredi,1.45,13
Anthia,Lorenz,3.52,51
Claudina,Celestine,3.2,187
Catrina,Chobot,3.54,197
Rhoda,Jalbert,5.37,23
Melisent,Vale,3.64,35
Neila,Orlene,4.12,150
Cassandra,Tremayne,4.41,176
Lynnea,Glovsky,1.96,131
Gianina,Kristi,2.98,144
Claudina,Pelagias,1.76,136
Paule,Fennessy,5.89,146
Madeleine,Maiah,3.73,91
Halette,Lamoree,2.12,28
Devina,Chapland,4.97,105
Nikki,Maples,2.98,175
Lanae,Parette,2.02,135
Winifred,Gale,1.04,159
Mary,Ricarda,3.85,129
Marcy,Rooney,2.68,28
Jacenta,Ogren,2.65,38
Justinn,Land,3.37,198
Cam,Frodi,4.86,191
Layla,Greyson,4.18,105
Karina,Nikaniki,3.43,145
Nanete,Ax,1.55,121
Helena,Ilka,4.75,85
Hayley,Selway,3.58,185
Evaleen,Neva,1.94,15
Clementine,Suzetta,5.59,121
Rochette,Raffo,5.98,6
Alejandra,Maisey,3.89,8
Michaelina,Mata,3.59,133
Ketti,Xerxes,1.11,18
Nessie,Flyn,2.23,115
Esmeralda,Ellerey,5.18,29
Carilyn,Miru,4.45,112
Renie,Pillsbury,1.33,1
Pamella,Jammal,1.71,200
Margarette,Gaulin,3.26,29
Lanae,Sibyls,5.26,93
Brandise,Douglass,5.05,153
Brooks,Primalia,5.94,151
Karina,Saint,3.29,148
Elka,Harned,5.77,170
Kaia,Vilma,3.82,196
Lynde,Center,5.65,80
Millie,Campball,5.64,89
Imojean,Sheedy,4.44,127
Leeanne,Slifka,1.44,104
Gilda,Dudley,1.84,180
Dari,Revkah,2.28,49
Dorthy,Dyche,1.96,123
Roz,Matthew,4.99,188
Catrina,McLaughlin,4.53,72
Wanda,Hilbert,4.91,92
Madeleine,Syd,1.67,22
Kerrin,Thar,3.04,83
Pollyanna,Waite,4.03,99
Leia,Saint,3.98,20
Danny,Aldric,5.13,119
Delilah,August,3.98,48
Nikki,Luhe,1.46,11
Ilse,Gladstone,5.08,1
Tressa,Millda,1.12,78
Sindee,Ranjiv,3.32,51
Averyl,Bandeen,3.48,186
Corina,Barbey,3.45,129
Nataline,Chick,5.52,38
Vinita,Clie,4.69,98
Shaylyn,Revkah,1.23,140
Elka,Schwejda,2.17,168
Ninnetta,Shanley,4.43,13
Hayley,Mata,5.3,148
Elise,Moseley,1.81,80
Lisette,Uird,3.25,161
Cam,Giule,1.35,200
Robbi,Tatianas,4.95,169
Elena,Dominy,1.44,68
Korrie,Obed,1.27,177
Trudie,Azeria,1.35,54
Dacia,Podvin,5.71,116
Albertina,Borrell,5.67,32
Pearline,Orpah,1.65,105
Mamie,Fredi,4.47,106
Nonnah,Gower,5.19,9
Siana,Toor,3.91,13
Shaylyn,Ludewig,3.71,6
Dianemarie,Seumas,2.08,47
Glenda,Gaal,4.88,68
Tiffie,Nelsen,1.89,19
Nanete,Rosalba,2.85,108
Wileen,Obed,1.33,160
Georgetta,Fillbert,2.31,189
Brynna,Leler,5.05,176
Miquela,Olympium,5.65,167
Lulita,Baylor,5.09,124
Genovera,Blake,4.9,91
Damaris,Bibi,1.54,122
Deedee,Yerkovich,2.19,119
Eolanda,Isacco,2.74,154
Aryn,Pyle,5.44,101
Tera,Standing,3.42,78
Wilma,Scammon,3.53,124
Michaelina,Dunkin,1.62,56
Tierney,Heidt,3.44,10
Etta,Joachim,1.71,195
Carol-Jean,Joseph,4.87,123
Carilyn,Haerr,4.33,184
Ronna,Vernier,4.44,36
Brandise,Fiann,1.52,76
Dulcinea,Dawkins,5.65,40
Ronna,Marisa,1.78,92
Caritta,Rossner,5.34,3
Wileen,Avi,1.82,68
Desirae,Danby,2.14,76
Gabriellia,Mozelle,3.62,111
Agnese,Schenck,2.25,148
Alex,Dorothy,3.95,22
Anthia,Lumbard,4.11,164
Gaylene,Jefferey,5.68,81
Caryl,Horan,3.76,22
Dulce,Shanley,3,181
Eadie,Read,4.17,66
Brianna,Astra,5.73,35
Carol-Jean,Amasa,4.32,121
Dulce,Bouchard,2.33,10
Belinda,Crudden,3.75,27
Jacquetta,Kirstin,5,158
Berget,Devlen,4.05,200
Dominga,Boehike,3.4,150
Christian,Meli,5.28,13
Glynnis,Dosia,5.97,121
Cassandra,Edvard,5.84,106
Doro,Kosey,3.36,76
Alameda,Alva,5.13,96
Tobe,Curren,4.14,138
Marylou,Harriman,3.72,82
Averyl,Deny,5.49,32
Dawn,Ludewig,1.48,38
Kathi,Hathaway,1.4,3
Minda,Koehler,2.19,70
Melina,Brandice,3.45,5
Angelique,Colyer,5.17,138
Bobinette,Nore,1.17,143
Ida,Dahlia,1.06,57
Emelina,Orpah,1.39,34
Blondelle,Fleeta,5.79,196
Annaliese,Cavan,5.8,3
Monika,Nisbet,5.5,41
Peri,Sadowski,2.74,9
Ginnie,Duwalt,4.68,166
Layla,Ricarda,1.84,189
Minda,Lutero,1.01,16
Adelle,Tacye,4.11,179
Merrie,Schonfeld,3.32,50
Kimmy,Sholley,4.91,20
Kylynn,Rubie,2.97,91
Glynnis,Madaih,1.6,82
Frank,Creamer,3.35,30
Jinny,Suzetta,4.33,131
Babita,Pauly,2.84,168
Maye,Fitzsimmons,1.53,82
Chere,Ulphia,5.63,135
Vonny,Celestine,5.3,128
Gerrie,Fink,2.39,122
Dania,Isidore,4.79,109
Jemie,Belanger,1.84,121
Sybille,Claudine,4.56,122
Meriel,Salchunas,3.8,137
Jemie,Norrie,1.65,112
Vinita,Ajay,4.52,169
Merrie,Pandolfi,1.27,56
Jaclyn,Kamaria,4.58,45
Kore,Buttaro,5.07,34
Abbie,Hourigan,3.3,143
Adelle,Peti,5.88,119
Kylynn,Faso,3.48,62
Clary,Vernier,1.69,61
Michaelina,Jorgan,1.73,75
Fredericka,Wolfgram,5.63,173
Gisela,Curren,4.9,194
Candi,Janith,1.26,104
Abbie,Hieronymus,5.01,4
Cathyleen,Brunell,3.22,15
Hannis,Hessler,2.95,145
Meghann,Moina,2.57,2
Rosabelle,Roche,1.38,176
Oralee,Vins,2.08,139
Hettie,Zenas,5.01,71
Gavrielle,Fiann,2.62,178
Bibby,Harned,5.72,105
Clary,Colyer,2.59,102
Ariela,Autrey,2.81,200
Glenda,Hewitt,2.56,49
Dania,Leifeste,4.1,144
Britni,Sundin,5.54,26
Oralee,Lane,3.82,165
Sashenka,Drus,5.38,41
Wynne,Weaks,3.85,114
Aurore,Goerke,4.58,17
Daune,Gillan,1.23,179
Lesly,Kevon,1.81,8
Jenilee,Matthew,3.68,162
Heida,Lindemann,5.65,181
Alyda,Oster,1.72,177
Estell,Sherrie,5.42,95
Verla,Francyne,2.96,39
Charissa,Darrell,5.42,24
Bibby,Mott,3.43,27
Inga,Zenas,1.83,49
Brena,Peg,3.25,193
Aeriela,Wandie,3.72,59
Britte,Croix,3.42,35
Kerrin,Kiyoshi,4.35,42
Karina,Center,3.86,90
Iseabal,Jerold,3.3,23
Kimmy,Dunkin,3.05,39
Nariko,Giff,3.83,89
Rhea,Ferrell,1.05,153
Shandie,Aaberg,2.32,50
Debee,Dunkin,1.87,193
Oralee,Fulmer,5.34,25
Aigneis,Palocz,4.15,101
Marnia,Idelia,5.79,101
Amalie,Merell,4,90
Marline,Harday,5.55,9
Paule,Fontana,1.2,122
Olivette,Mintz,4.88,163
Miquela,Fancie,5.48,74
Mara,Geffner,3.89,1
Giustina,Lay,3.56,23
Frances,Darian,2.98,127
Loree,Lacombe,1.73,115
Lacie,Markman,5.25,84
Rori,Melony,1.28,118
Mahalia,Byrne,3.19,133
Gloria,Seligman,4.72,134
Ronna,McCutcheon,5.62,189
Feliza,Alva,2.61,110
Tobe,Stoller,2.09,80
Elise,Gombach,1.56,163
Kore,Rogerio,5.34,73
Lynnea,Rodmann,5.5,200
Aurelie,Flyn,5.27,170
Ruthe,Maisey,1.72,200
Dione,Henebry,5.64,14
Raina,Rugen,3.32,19
Nadine,Zaslow,1.33,90
Shandie,McGrody,5,5
Bee,Angelis,1.82,160
Dawn,Romelda,4.95,17
Katharina,Vanni,2.36,163
Petronia,Tryck,3.99,153
Daryl,Caitlin,4.65,196
Berget,Nance,5.56,41
Alyda,Joni,1.25,144
Amara,Amasa,3.21,17
Tina,Vorster,3.92,56
Lelah,Robertson,2.89,120
Tomasina,Jess,2.46,98
Caressa,Artie,5.42,53
Fernande,Tayib,3.78,133
Cathie,Ellerey,5.63,130
Sarette,Garek,5.3,103
Sue,Malanie,1.28,19
Alameda,Bollay,4.82,175
Lyssa,Corilla,2.52,151
Cissiee,Norvol,1.48,133
Vere,Rosemary,4.61,145
Emylee,Rocray,3.67,173
Andree,Vanni,1.64,45
Larine,Seligman,3.98,95
Jany,Riva,4.65,177
Ana,Richers,5.42,20
Zia,Bevin,2.47,37
Nariko,Lail,1.24,152
Alie,Woodberry,5.71,20
Maye,Zamora,2.03,192
Madeleine,Pattin,4.27,59
Kirbee,Rubie,1.18,14
Chickie,Emerson,4.88,77
Jessy,Chick,4.79,42
Lusa,Dielu,5.91,125
Myriam,Brady,5.27,96
Sam,Rad,2.89,124
Fredericka,Boycey,4.24,143
Theodora,Hylan,4.07,32
Agnese,Junie,1.71,45
Karly,Mayeda,2.92,94
Gisela,Aloise,5.74,131
Britni,Fleeta,2.29,62
Melodie,Concha,5.87,92
Chastity,Keelia,2.64,121
Elbertina,Scammon,1.8,166
Tami,Fitzsimmons,3.21,100
Penelopa,Wyn,4.58,1
Helsa,Nunci,5.44,168
Briney,Tybald,1.97,12
Corene,Ovid,4.42,73
Lisette,Felecia,3.3,154
Lucy,Estella,1.82,10
Cam,Ovid,1.6,177
Adore,Candy,1.27,42
Orsola,Revkah,3.28,109
Edith,Hanleigh,1.54,100
Cecile,Gaspard,5.98,187
Ayn,Newell,2.75,47
Zsa Zsa,Saunderson,1.51,4
Bibby,Dudley,1.85,97
Lorne,Forrer,1.82,115
Betta,Even,3.02,68
Larine,Abram,3.26,162
Merci,Thornburg,4.68,19
Lelah,Dyche,5.42,133
Wilma,Sophronia,2.88,136
Calla,Hillel,4.51,57
Etta,Stanwood,1.03,11
Hallie,Hertzfeld,2.85,35
Sabina,Lasley,5.38,127
Brana,Center,2.01,159
Winifred,Roumell,3.22,116
Elsie,Viddah,3.48,6
Jerry,Auberbach,1.66,96
Merry,Calhoun,2.12,7
Teddie,Fillbert,1.34,59
Phedra,Salvidor,5.57,21
Elmira,Cleo,4.68,175
Lolita,Vittoria,3.77,184
Clary,Ehrman,3.18,52
Di,Zetta,5.45,121
Katharina,Hedve,5.77,148
Corly,Darrell,3.58,155
Laurene,Si,3.48,43
Vonny,Cullin,3.44,161
Lorne,Breed,5.91,131
Latisha,Glenden,1.58,4
Leona,Kat,3.4,40
Damaris,Izaak,3.45,147
Jaime,McClimans,1.28,140
Kristina,Sawtelle,1.14,196
Lesly,Gaal,5.07,159
Millie,Ioab,2.69,129
Olwen,Alva,4.73,4
Jenilee,Israeli,4.79,14
Lisette,Havens,2.14,161
Christal,Flita,4.93,55
Debee,Elbertina,1.83,35
Meriel,Anselmi,1.88,144
Paola,Lowry,3.72,136
Minne,Holbrook,2.39,84
Ariela,Adrienne,3.54,22
Hannis,Norrie,4.98,53
Ann-Marie,Dreda,2.16,135
Myriam,Cath,2.56,109
Dorothy,Wareing,3.22,195
Annecorinne,Devlen,2.65,24
Penelopa,Shelba,4.66,26
Lynnea,Stanwood,5.83,179
Lelah,Cressida,2.64,17
Zia,Leler,2.9,81
Kenna,Helve,4.32,92
Florie,Auberbach,2.62,163
Josephine,Dunkin,3.15,73
Brooks,Mehalek,4.62,99
Dacia,Mandler,3.2,96
Alia,Vins,2.23,91
Sissy,Weinreb,4.34,17
Leona,Prober,1.39,90
Adore,Maurine,5.07,48
Dagmar,Faust,2.64,198
Natka,LaRue,5.81,45
Anica,Glovsky,3.77,158
Hannis,Casimir,4.16,126
Jobi,Dahlia,2.8,192
Veda,Rozanna,3.56,127
Patricia,Burkle,2.7,100
Corly,Lunsford,4.38,2
Jsandye,Bertold,3.58,7
Shannah,Ralfston,4.3,70
Beatriz,Ophelia,5.11,60
Tressa,Richers,5.99,143
Elise,Horan,2.45,184
Ronna,Dannye,3.83,190
Tonia,Bach,4.05,138
Micheline,Isacco,3.39,97
Rubie,Kristi,1.95,76
Addia,Terencio,3.75,103
Stephanie,Eben,5.37,74
Teriann,Orelee,5.45,26
Wilma,Nore,1.68,155
Fred,Bohlin,1.26,147
Dari,Sholley,2.79,194
Sean,Nadia,1.53,178
Janenna,Garlinda,4,31
Sindee,Sisile,4.25,90
Ericka,Esmaria,4.88,81
Imojean,Damarra,3.8,81
Jeanna,Brunell,3.42,137
Petronia,Revkah,1.34,76
Cissiee,Herrera,3.76,173
Phedra,Couture,4.12,4
Mara,Tarrant,3.96,34
Shannah,Socha,4.16,2
Dolli,Riva,3.03,20
Eadie,Damarra,5.91,147
Modestia,Aaberg,1.2,120
Caressa,Cohdwell,5.55,108
Carmencita,Phaidra,5.84,122
Pierette,Eno,2.01,55
Berta,Shama,5.46,58
Paulita,Margret,4.88,15
Elmira,Elisha,4.11,34
Philis,Buttaro,5.5,3
Tybie,Chrystel,4.99,116
Marjie,Lauraine,5.82,76
Sissy,Brunell,2.15,155
Christian,Marijo,5.89,160
Dyann,Connelly,5.05,53
Cyb,Read,1.72,33
Nerta,Harday,2.97,129
Fina,Emanuel,1.12,161
Demetris,Reidar,1.54,28
Kirbee,Viddah,3.43,22
Stacey,Horan,3.12,15
Minda,Baptlsta,2.25,16
Emmey,Mike,5.63,83
Ayn,Daegal,1.93,22
Catrina,Emmy,3.85,162
Merle,Saree,3.21,67
Fredericka,Burnside,1.82,130
Hollie,Junie,2.51,11
Nananne,Tamar,5.3,150
Giustina,Amethist,4.56,98
Nataline,Reinke,2.61,183
Gretal,Marijo,4.93,19
Henriette,Zuzana,1.14,171
Deirdre,Kiersten,4.76,63
Cordi,Ledah,4.68,99
Carree,Schroth,2.03,171
Brietta,Alarise,3.32,77
Danika,Stover,1.29,81
Sharlene,Dawkins,3.83,195
Silvana,Roxanna,5.44,184
Shaine,Quinn,3.25,59
Hope,Harl,4.56,75
Ginnie,Hazlett,2.07,10
Shaine,Travax,2.46,60
Ivett,Merat,3.48,29
Nerta,Zachary,5.53,112
Goldie,Tiffa,1.14,3
Sam,Rosemary,2.58,33
Brena,Reinke,4.8,196
Kathy,Anyah,3.21,158
Rori,Suk,1.72,185
Lila,Hamil,4.91,36
Flory,Chandler,4.5,136
Consuela,Brandice,2.39,165
Gale,Lemuela,2.14,87
Ira,Tybald,3.72,7
Nataline,Love,3.5,192
Tiffie,Euridice,1.38,108
Elfreda,Truc,4.75,26
Marleah,Romelda,1.6,88
Deirdre,Berne,1.77,34
Lucille,Cimbura,1.54,185
Ezmeralda,Lalitta,1.1,26
Sue,Shaddock,1.73,90
Vita,Decato,3.99,8
Di,Melan,3.77,94
Annice,Prober,1.47,169
Bertine,Moina,4.42,104
Brena,Dash,3.49,104
Inga,Raul,2.06,47
Glynnis,Couture,4.33,124
Norine,Arvo,2.92,103
Jordan,Christal,2.86,134
Aimil,Niles,4.23,117
Ileana,Damarra,2.19,138
Kaia,Selway,2.36,67
Tybie,Tybald,2.84,57
Leona,Percy,5.15,104
Codie,Amadas,1.04,1
Lynnea,Keelia,3.47,74
Lusa,Nedrud,3.7,137
Brynna,Blake,4.79,140
Fayre,Erich,1.18,34
Karly,Even,3.68,189
Renae,Ries,3.18,103
Gilligan,Zitvaa,5.22,85
Maud,Jess,1.79,143
Helsa,Cordi,3.51,54
Jacquetta,Colbert,3.6,135
Lulita,Meter,5.48,15
Ricky,Plato,2.75,133
Silvana,Nikaniki,3.8,52
Louella,Serilda,5.28,79
Ardenia,Ardeha,5.26,41
Dari,Elsinore,4.06,53
Kalina,Rozanna,3.88,17
Heida,Hoban,5.24,23
Rosabelle,Stephie,2.35,104
Marnia,Argus,1.61,4
Konstance,Libna,5.47,175
Phylis,Secrest,4.95,68
Anallese,Dichy,1.43,98
Pearline,Melleta,2.49,172
Fanny,Lissi,1.61,2
Bettine,Avi,5.76,193
Lolita,Cassius,2.88,121
Raina,Danby,4.14,8
Tera,Karl,2.08,18
Charmaine,Jobi,1.19,26
Sandie,Leary,4.45,20
Lucille,Fiann,3.14,93
Jasmina,Danby,5.56,177
Inga,Ammann,2.59,195
Ileana,Ranjiv,5.04,119
Raina,Toffic,5.93,95
Halette,Dominy,3.25,73
Jsandye,Rodmann,5.6,165
Natka,Brackely,2.91,41
Sharai,Sasnett,3.73,176
Elyssa,Linskey,3.63,75
Tressa,Nester,5.24,151
Bertine,Gaal,4.55,140
Adelle,Cassius,3.62,65
Krystle,Evangelia,3.28,195
Cristabel,Faust,4.35,106
Paulita,Stevy,2.77,47
Flory,Kronfeld,3.1,168
Drucie,Carlson,3.05,90
Karly,Beebe,5.69,84
Violet,Emerson,4.05,2
Larine,Vharat,5.68,102
Ileana,Payson,3.79,22
Sarette,Dituri,1.48,18
Stacey,Salvidor,2.26,120
Donnie,Ralfston,5.46,88
Goldie,Uird,4.83,134
Rosene,Flita,5.64,64
Margette,Iphlgenia,1.36,192
Jillayne,Eliathas,4.88,82
Shannah,Schlosser,1.01,71
Sabina,Fax,3.78,161
Heida,Noman,2.29,180
Wanda,Ardeha,1.1,62
Kara-Lynn,Ricarda,1.38,113
Fina,Faria,4.11,138
Dotty,Gombach,1.41,100
Mallory,Ietta,5.81,128
Kellen,Manolo,3.1,127
Rani,Pelagias,1.99,196
Kelly,Margarete,4.77,134
Edith,Iaverne,2.48,3
Perry,Nahum,4.1,24
Jorry,Toffic,4.18,48
Ida,Gwenore,3.79,172
Blondelle,Sasnett,2.67,162
Allyce,Caitlin,4.89,86
Arlina,Dulciana,1.64,65
Kassey,Alva,1.91,4
Arlina,Oster,3.04,110
Jackie,Bigner,4.73,120
Valeda,Chrystel,2.76,192
Karina,Adore,3.5,118
Johna,Klotz,3.49,35
Jinny,Destinee,1.26,46
Noelle,Argus,5.28,55
Lynea,Crudden,3.42,119
Ingrid,Kalinda,2.63,30
Ivett,Rolf,4.49,112
Sashenka,Margarete,1.11,92
Clarice,Ries,3.46,197
Nita,Prouty,4.7,160
Kylynn,Naor,4.51,198
Dacia,Fitzsimmons,2.57,170
Jere,Markman,3.52,64
Dianemarie,Sawtelle,4.27,65
Alleen,Fink,5.37,28
Binny,Ralfston,4.86,147
Glenda,Pattin,4.93,146
Chickie,Lenny,2.78,51
Cordi,Brackely,3.72,48
Kristan,Alabaster,5.09,189
Tomasina,Hirsch,3,87
Ketti,Syd,1.47,19
Pamella,Baylor,4.63,48
Shel,Liva,1.26,165
Verla,Telfer,2.44,127
Renae,Herrera,4.42,14
Caritta,Erlandson,1.01,110
Perry,Saree,4.22,53
Bernie,Tamsky,3.66,102
Ninnetta,Meter,5.66,4
Edith,Roche,5.38,195
Justinn,Zetta,4.59,17
Rozele,Connelly,3.83,33
Ardys,Tamar,5.88,154
Julieta,Bibi,3.89,116
Marnia,Ellord,5.11,91
Sadie,Dalli,3.38,187
Christy,Westphal,1.72,157
Annecorinne,Kaete,5.51,190
Shaine,Idelia,4.03,9
Candi,Howlyn,2.19,165
Karly,Olnee,4.23,7
Ileana,Screens,1.14,129
Antonietta,Westphal,5.95,14
Luci,Hessler,5,49
Imojean,Standing,5.26,65
Wanda,Tamsky,5.44,182
Joane,Iaverne,1.37,190
Rubie,Gaynor,2.51,197
Cacilie,Darrell,4.05,178
Kirbee,Kare,3.8,125
Myriam,Longfellow,2.13,110
Melina,Japeth,2.76,161
Karolina,Evvie,3.05,105
Tori,Medrek,4.08,64
Sarette,Ovid,5.28,74
Nita,Raama,5.59,28
Arlina,Chobot,3.1,61
Doro,Colleen,5.61,145
Shaylyn,Tannie,5.69,154
Georgetta,Karna,2.45,65
Kittie,Carbo,3.74,122
Fayre,Talia,1.17,183
Ninnetta,Stoller,2.64,61
Brandise,Mehalek,5.36,188
Rosaline,Adrienne,4.09,68
Emylee,Goldina,1.83,147
Desirae,Cynar,1.82,187
Ellette,Andrel,3.51,68
Vinita,Hessler,1.17,134
Zaria,Ailyn,2.85,166
Meghann,Vittoria,1.68,196
Malina,Dominy,1.36,64
Veda,Sherrie,5.67,173
Dyann,Morehouse,1.89,86
Cassondra,Nikaniki,1.59,147
Kara-Lynn,Felizio,4.99,124
Tiffie,Yoko,3.81,144
Roslyn,Cyrie,5.79,135
Bobinette,Goth,4.78,15
Dyann,Waite,2.94,106
Judy,Borrell,5.14,40
Harrietta,Riordan,4.93,26
Lexine,Boehike,4.24,98
Renie,Nester,4.26,12
Sissy,Taam,1.81,53
Carmela,Ietta,4.21,173
Hildegaard,Lanita,2.18,30
Gaylene,Nikaniki,4.33,160
Winny,Kalinda,3.45,192
Robbi,Erich,1.6,161
Grier,Toni,2.09,110
Micheline,Buttaro,5.78,151
Jennica,Sadowski,5.52,18
Carmela,Ricarda,4.62,183
Devina,Revkah,4.47,174
Fredericka,Joli,3.89,17
Carol-Jean,McNully,2.81,113
Vanessa,Vittoria,4.01,42
Maryellen,Rebecka,5.76,19
Esmeralda,Harned,3.56,112
Sara-Ann,Tippets,3.77,70
Sissy,Maisey,5.28,192
Laurene,Abbot,3.56,194
Libbie,Sophronia,4.63,118
Willetta,Campball,4.69,122
Kamilah,Fax,2.27,94
Anthia,Zola,5.68,18
Sheree,Malanie,3.03,14
Wilma,Briney,5.92,115
Feliza,Jerald,5.59,5
Nyssa,Mata,3.22,112
Darlleen,Sinegold,1.2,113
Lory,Winnick,2.08,79
Dennie,Ajay,5.21,86
Philis,Even,3.76,47
Brianna,Liva,4.68,34
Karina,Kenwood,1.51,200
Jacquetta,Hoenack,5.95,137
Janeczka,Adalbert,2.4,107
Allis,Ventre,5.84,139
Cissiee,Seagraves,3.51,159
Jinny,Bennie,2.14,126
Elvira,Rheingold,1.88,164
Leona,Garek,3.21,182
Tilly,Susannah,5.12,97
Ivett,Helfand,4.51,46
Nadine,Koziara,2.82,22
Ruthe,Sawtelle,3.36,100
Olwen,Rosalba,5.66,78
Amara,Hoenack,1.94,176
Romona,Bury,5.02,176
Aubrie,Sancho,2.5,86
Siana,Chaing,3.13,147
Edee,Tybald,5.6,196
Atlanta,Dermott,4.55,153
Winifred,Elsinore,2.64,8
Robbi,Elisha,5.04,79
Dawn,Tatianas,3.52,137
Chere,Stuart,2.29,99
Allyce,Teryn,5.61,122
Darlleen,Nerita,5,75
Brianna,Anastatius,1.28,152
Anthia,Bahr,3.05,61
Rivalee,Cyrie,5.19,198
Talya,Cristi,3.7,162
Melisent,Bahr,1.22,92
Maisey,Skell,4.72,120
Mathilda,Sparhawk,1.51,95
Dagmar,Stephie,5.72,32
Marline,Raul,5.53,80
Kaja,Wilona,5.33,32
Caritta,Franza,4.17,40
Drucie,Macey,3.68,114
Madalyn,Tarrant,3.54,6
Charissa,Sothena,4.51,2
Ashlee,Adrienne,4.32,184
Deirdre,Markman,4.47,144
Lilith,Warthman,1.49,154
Beth,Prober,4.25,70
Liana,Lumbard,3.92,187
Cherrita,Munn,3.24,1
Deloria,Taam,4.92,40
Gusella,Bonilla,2.82,43
Harrietta,Viddah,1.23,154
Lyssa,Glovsky,1.25,105
Luci,Skurnik,3.34,128
Calla,Milde,4.47,26
Jillayne,Fosque,4.71,95
Alisha,Cristi,1.44,105
Nikki,McClimans,3.71,134
Shandie,Westphal,4.42,168
Valera,Katrine,3.45,83
Pearline,Prober,3.53,150
Brietta,Sharl,5.32,80
Dulce,Dulciana,5.31,14
Dotty,Tengdin,3.2,178
Madalyn,Mich,4.87,88
Lelah,My,4.18,51
Sheelagh,Cosenza,5.14,115
Elvira,Felizio,2.1,129
Concettina,Valerio,2.21,126
Gretal,Germann,5.43,154
Taffy,Alisia,2.4,180
Stacey,Chinua,3.12,106
Romona,Dash,1.79,23
Katleen,Sabella,2.63,2
Oona,Hoenack,1.67,110
Cecile,Mozelle,2.26,102
Claudina,Mehalek,5.9,179
Elie,Juliet,4.54,90
Candy,Winthorpe,3.95,41
Larine,Francyne,1.21,74
Nataline,Blake,2.21,162
Adore,Pierette,1.01,41
Stephanie,Fairweather,5.43,37
Edee,Timon,4.62,3
Molli,Hepsibah,5.84,91
Letizia,Papageno,2.78,156
Fidelia,Autrey,5.52,132
Alameda,Bohlin,2.36,80
Netty,Merell,3.67,19
Corry,Hartnett,5.21,21
Linzy,Janene,2.47,30
Viviene,Seagraves,2.54,60
Frieda,Bonucci,4.27,136
Jennica,Mehalek,4.05,101
Winny,Campball,2.06,112
Yvonne,Old,4.19,111
Sabina,Erminia,4.75,137
Addia,Bivins,4.7,65
Ira,Selway,3.63,193
Darlleen,Nunci,5.13,74
Corly,Faso,1.35,105
Vonny,Odysseus,2.04,19
Kerrin,Eugenia,3.1,77
Paulita,Corrine,1.38,175
Hope,Medrek,3.96,150
Barbi,Agle,1.82,79
Melanie,Gualtiero,4.53,122
Mireielle,O'Rourke,5.16,131
Loree,Silvan,4.97,83
Sashenka,Kesley,2.48,193
Joelly,Gilbertson,1.76,156
Corene,Reinke,3.44,18
Evita,Persse,1.01,79
Meriel,Urania,5.92,183
Mallory,Dorcy,3.29,143
Kristan,Shaver,2.78,123
Livvyy,Orpah,3.83,10
Dorice,Cookie,5.74,68
Siana,Berriman,2.3,183
Joleen,Shields,2.92,78
Ernesta,Reinke,2.71,169
Nollie,Ciro,3.34,135
Ketti,Macey,5.14,180
Feliza,Santoro,2.26,155
Brena,Phi,2.67,102
Mignon,Standing,3.05,32
Courtnay,Baudin,1.09,184
Debee,Brodench,5.48,40
Stephanie,Yorick,1.93,92
Mahalia,Mendez,2.41,70
Kerrin,Morgun,1.05,132
Daune,Solitta,4.28,161
Tatiania,Laurianne,1.51,142
Jere,Gower,3.27,151
Fred,Kenwood,5.24,11
Winifred,Pandolfi,1.46,83
Jaclyn,Eckblad,5.08,2
Vonny,Hessler,1.25,156
Morganica,Arathorn,5.08,125
Justinn,Thad,1.03,133
Doro,Nelsen,4.16,47
Paule,Magdalen,4.33,147
Michaelina,Simmonds,2.85,155
Kristan,Kronfeld,5.04,46
Evaleen,Rooney,5.39,110
Celisse,Eckblad,5.22,112
Tressa,Sprage,5.5,134
Regina,Barney,3.88,127
Marjie,Pelagias,5.31,154
Hildegaard,Jeanne,5.65,3
Randa,Hoenack,2.97,125
Lulita,Dominy,2.46,125
Glynnis,Cleo,5.17,65
Carree,Lay,2.05,161
Zaria,Salvidor,2.23,116
Gusella,Merriott,3.45,135
Hollie,Leopold,3.51,22
Ileana,Albertine,4.27,82
Sophia,Brackely,3.55,194
Devina,Bergman,5.53,173
Anestassia,Faust,3.58,85
Jackie,Sinegold,4.25,34
Suzette,Burkle,3.45,11
Eve,Dominy,4.91,11
Ebonee,Connelly,4.9,21
Collen,Gert,1.06,98
Margalo,Cynar,1.5,142
Josephine,Daniele,4.72,141
Steffane,Brunell,4.59,145
Gwyneth,Chandler,2.15,124
Karlee,Lemuela,1.29,122
Mellicent,Ammann,2.25,48
Cassondra,Stefa,1.68,56
Catrina,Bultman,3.11,112
Gertrud,Daegal,1.03,133
Malina,Beebe,5.42,68
Kara-Lynn,Seessel,3.88,69
Fayre,Killigrew,1.56,91
Joeann,Kalinda,3.89,32
Orsola,Swanhildas,1.47,82
Belinda,Azeria,4.54,121
Blondelle,Rugen,1.85,199
Charmaine,Hanleigh,3.39,76
Ariela,Hebner,3.94,76
